MDCODIGO,MDNOME
90095685,SOLUÇÃO SALINA BALANCEADA BOLSA 500ML (UND)                                     
90133323,SOLU-MEDROL 125MG PO LIOF. INJ.+DIL. 2ML (UND)                                  
90133331,SOLU-MEDROL 1G PO LIOF. INJ.+DIL.16ML (UND)                                     
90133340,SOLU-MEDROL 40MG PO LIOF. INJ.+DIL. 1ML (UND)                                   
90133358,SOLU-MEDROL 500MG PO LIOF. INJ.+DIL. 8ML (UND)                                  
90121708,SOLUSTREP 1.500.000UI PÓ LIÓF. INJ. (UND)                                       
95267492,SOMALGIN 100MG (CPR)                                                            
90087089,SOMALGIN CARDIO 162MG (CPR)                                                     
90087097,SOMALGIN CARDIO 200 MG(CPR)                                                     
95267476,SOMALGIN CARDIO 325MG (CPR)                                                     
90087119,SOMALGIN CARDIO 81MG (CPR)                                                      
90001850,SOMAZINA 500MG (CPR)                                                            
90240030,SONEBON 5MG / (CP)                                                              
90129768,"SONIN 0,1 MG/ML XPE. 120ML (ML)                                                 "
90050142,SORAMIN 10% SOL. INJ. 50ML / (UND)                                              
90214242,SORCAL PÓ ORAL ENV. 30G (UND)                                                   
90005457,SORINE H 3% SOL. NASAL 60 ML / ACHE (ML)                                        
94433011,SORINE SOL. NASAL PEDIÁTRICO FR. 30 ML (GTS)                                    
90035712,SOTACOR 120MG (CPR)                                                             
90035720,SOTACOR 160MG (CPR)                                                             
90271289,SPECTOLAB XPE 150 ML / (ML)                                                     
90253124,SPIDUFEN 400MG+370MG GRAN ENV. 3 G (UND)                                        
90253108,SPIDUFEN 600MG+555MG GRAN ENV. 3 G (UND)                                        
90016513,SPLENDIL 10MG (CPR)                                                             
90016521,"SPLENDIL 2,5MG (CPR)                                                            "
90016530,SPLENDIL 5MG (CPR)                                                              
90106962,SPORANOX 100MG (CAP)                                                            
90148975,SPOROSTATIN 500MG (CPR)                                                         
90134290,"STABLON 12,5MG (DRG)                                                            "
94460019,STAFICILIN N 500MG PÓ SOL. INJ.+DIL. 3ML (UND)                                  
90172728,STALEVO 100MG+25MG+200MG (CPR)                                                  
90172744,"STALEVO 150MG+37,5MG+200MG (CPR)                                                "
90172787,"STALEVO 50MG+12,5MG+200MG (CPR)                                                 "
90172809,STARFORM 120MG+500MG (CPR)                                                      
90172825,STARFORM 120MG+850MG (CPR)                                                      
90172833,STARLIX 120MG (CPR)                                                             
90145534,STAVIGILE 200MG (CPR)                                                           
90090080,STELAZINE 2MG (CPR)                                                             
90090098,STELAZINE 5MG (CPR)                                                             
90134877,STIEFCORTIL 10MG/ML SOL. CAPILAR 60ML (GTS)                                     
95427520,STIEFCORTIL 300MG (10MG/G) CREME 30G (GRA)                                      
95427538,STIEFCORTIL 300MG (10MG/G) POM. 30G (GRA)                                       
90134893,STIEMYCIN 1200MG (20MG/G) GEL 60G (GRA)                                         
95427546,STIEMYCIN 2% SOL. TÓP. 120ML (ML)                                               
95427589,STILAMIN 3MG PO LIOF. INJ.+DIL. 1ML (UND)                                       
90007050,STILL 1MG/ML SOL. OFT. FR. 5 ML (GTS)                                           
90007042,"STILL 3,5MG (1MG/G) POM. OFT. 3,5 G (GRA)                                       "
90197003,STILNOX 10MG (CPR)                                                              
90163095,STOCRIN 200MG (CAP)                                                             
90163117,STOCRIN 600MG (CAP)                                                             
90049063,STREPTASE 1.500.000UI PÓ LIÓF. INJ. (UND)                                       
90049071,STREPTASE 250.000UI PÓ LIÓF. INJ. (UND)                                         
90049080,STREPTASE 750.000UI PÓ LIÓF. INJ. FA / (UND)                                    
90107004,STUGERON 25 MG (CPR)                                                            
90107012,STUGERON 75 MG (CPR)                                                            
90013077,SUCCINATO DE SUMATRIPTANA 100MG (CPR)                                           
90013085,SUCCINATO DE SUMATRIPTANA 50MG (CPR)                                            
90071042,SUCCINATO SÓD. HIDROCORTISONA 100MG PÓ LIÓF. INJ.+DIL. 2ML (UND)                
90071034,SUCCINATO SÓD. HIDROCORTISONA 500MG PÓ LIÓF. INJ.+DIL. 4ML (UND)                
90167686,SUCCINATO SÓDICO DE CLORANFENICOL 1G PÓ LIÓF. INJ. IV 10ML (UND)                
90209915,SUCCINIL COLIN 100MG PÓ LIÓF. INJ. (UND)                                        
90209923,SUCCINIL COLIN 500MG PÓ LIÓF. INJ. (UND)                                        
90240308,SUCRAFILM 1G (CPR)                                                              
95427805,SUCRAFILM 2G (200MG/ML) SUSP. ORAL FLAC. 10ML (UND)                             
90107039,SUFENTA 250MCG (50MCG/ML) SOL. INJ. 5ML (AMP)                                   
90107020,SUFENTA 50MCG/ML SOL. INJ. 1ML (AMP)                                            
90107047,SUFENTA ESPINHAL 10MCG (5MCG/ML) SOL. INJ. 2ML (AMP)                            
90156196,SULF. NEOMICINA+BACITRACINA 5MG/G+250UI/G POMADA 15G (GRA)                      
90156226,"SULF. TERBUTALINA+GUAIFENESINA 0,3MG/ML+13,3MG/ML XPE. 100ML (ML)               "
90183118,SULFADIAZINA DE PRATA 10MG/G CREME VAG. 30G (UND)                               
90183088,SULFADIAZINA DE PRATA 300MG (10MG/G) CREME DERM. 30G (GRA)                      
90139488,SULFAMETOXAZOL+TRIMETOPRIMA 400MG+80MG (CPR)                                    
90139500,SULFAMETOXAZOL+TRIMETOPRIMA 40MG/ML+8MG/ML SUSP. 100ML (ML)                     
90167732,SULFATO DE AMICACINA 100MG (50MG/ML) SOL. INJ. 2ML (AMP)                        
90135210,SULFATO DE AMICACINA 250MG (125MG/ML) SOL. INJ. 2ML (AMP)                       
90071093,SULFATO DE AMICACINA 500MG (250MG/ML) SOL. INJ. 2ML (AMP)                       
90120213,SULFATO DE GENTAMICINA 80MG (40MG/ML) SOL. INJ. 2ML (AMP)                       
90105168,SULFATO DE MAGNÉSIO 10% SOL. INJ. 10ML (AMP)                                    
95428038,SULFATO DE MAGNÉSIO 1MEQ/ML SOL. INJ. 10ML (AMP)                                
90095693,SULFATO DE MAGNESIO 50% SOL. INJ. 10ML (AMP)                                    
90183193,SULFATO DE NEOMICINA+BACITRACINA 5MG/G+250UI/G POM. 50G (GRA)                   
90071107,SULFATO DE POLIMIXINA B 500.000UI PÓ LIÓF. INJ. (UND)                           
90156218,"SULFATO DE SALBUTAMOL 0,4MG/ML XPE FR. 120ML (ML)                               "
90087208,"SULFATO DE SALBUTAMOL+GUAIFENESINA 0,4MG/ML+20MG/ML FR. 120ML (ML)              "
90156234,"SULFATO DE TERBUTALINA 0,3MG/ML XPE 100ML (ML)                                  "
90209990,"SULFATO DE TERBUTALINA 0,5MG/ML SOL. INJ. 1ML (AMP)                             "
90037294,SULFERROL 250MG (DRG)                                                           
90037278,SULFERROL 25MG/ML XPE 120ML (ML)                                                
90197062,SULPAN 1MG+25MG (CAP)                                                           
90145585,SUMAX 10MG/DOSE SOL. NASAL SPRAY (DOSE)                                         
90145550,SUMAX 25MG (CPR)                                                                
90145577,"SUMAX 6MG SOL. INJ. 0,5ML (UND)                                                 "
94221146,SUPERAN 12MG/ML SOL. ORAL 30ML (GTS)                                            
90197070,SUPERAN 25MG/ML SOL. INJ. 2ML (AMP)                                             
95428470,"SUPOSITÓRIO DE GLICERINA ADULTO 2,68G (SUP)                                     "
95428488,"SUPOSITÓRIO DE GLICERINA INFANTIL 1,44G (SUP)                                   "
90197089,"SUPREFACT DEPOT 3,3MG/MICROBASTÃO (UND)                                         "
90028694,SUPREMA 2MG+1MG (CPR)                                                           
90001168,SURVANTA 25MG/ML SUSP. INJ. 4ML (UND)                                           
90001176,SURVANTA 25MG/ML SUSP. INJ. 8ML (UND)                                           
90223420,SUSTRATE 10MG (CPR)                                                             
90133390,"SUTENT 12,5MG / (CAP)                                                           "
90133404,SUTENT 25MG / (CAP)                                                             
90133412,SUTENT 50MG / (CAP)                                                             
90205120,SYGEN 100MG SOL. INJ. 5ML (AMP)                                                 
90205138,SYGEN 20MG SOL. INJ. 2ML (AMP)                                                  
90016564,SYMBICORT TURBO 6MCG+200MCG PÓ INAL. (DOSE)                                     
90001184,SYNAGIS 100MG PÓ LIÓF. INJ. (UND)                                               
90001206,SYNTHROID 100MCG (CPR)                                                          
90001214,SYNTHROID 112MCG (CPR)                                                          
90001222,SYNTHROID 125MCG (CPR)                                                          
90001230,SYNTHROID 137MCG (CPR)                                                          
90001249,SYNTHROID 150MCG (CPR)                                                          
90001257,SYNTHROID 175MCG (CPR)                                                          
90001265,SYNTHROID 200MCG (CPR)                                                          
90001273,SYNTHROID 25MCG (CPR)                                                           
90001281,SYNTHROID 50MCG (CPR)                                                           
90001290,SYNTHROID 75MCG (CPR)                                                           
90001303,SYNTHROID 88MCG (CPR)                                                           
90172884,SYNTOCINON 5UI/ML SOL. INJ. 1ML (AMP)                                           
90107098,"SYSTEN 25MCG (1,6MG) ADESIVOS (UND)                                             "
90174747,"TACHOSIL 5,5MG/CM2 + 2,0UI/CM2 CX. 1 ESPONJA + SACHÊ AL (9,5CM X 4,8CM)         "
90090110,TAGAMET 200 MG (CPR)                                                            
90090128,TAGAMET 400 MG (CPR)                                                            
90005503,TALERC 10MG (CPR)                                                               
90005520,TALERC 20MG (CPR)                                                               
90005538,TALERC 2MG/ML XPE 50ML (ML)                                                     
90172892,TALOFILINA 100MG (CAP)                                                          
90172906,TALOFILINA 200MG (CAP)                                                          
90172914,TALOFILINA 300MG (CAP)                                                          
90035771,"TALSUTIN 25MG/G+12,5MG/G CREME. VAG. 45G (UND)                                  "
90005546,TANDRILAX (CPR)                                                                 
90048202,TANOHALO SOL. INAL. 100ML (ML)                                                  
90028724,TAPAZOL 10MG (CPR)                                                              
90028732,TAPAZOL 5MG (CPR)                                                               
90185153,TARCEVA 100MG  (CP)                                                             
90185161,TARCEVA 150MG / (CP)                                                            
90197186,"TARGOCID 200MG (66,66MG/ML) PÓ SOL. INJ+DIL. 3 ML (UND)                         "
90197178,"TARGOCID 400MG (133,33MG/ML) PÓ SOL. INJ+DIL. 3ML (UND)                         "
90006062,"TARTARATO DE BRIMONIDINA 0,2% SOL. OFT. FR. 5ML (GTS)                           "
90128133,TARTARATO DE METOPROLOL 100MG (CPR)                                             
90192966,TARTARATO DE ZOLPIDEM 10MG (CPR)                                                
90211782,TASMAR 100MG (CPR)                                                              
90197194,TAVANIC 250MG (CPR)                                                             
90197216,TAVANIC 500MG (CPR)                                                             
90197232,"TAXOTERE 20MG SOL. INJ 0,5ML+DIL 1,5ML (UND)                                    "
90197240,TAXOTERE 80MG SOL. INJ 2ML+DIL 6ML (UND)                                        
90214250,"TAZOCIN 2,25G (2G+250MG) PÓ LIÓF. INJ. (UND)                                    "
90214269,"TAZOCIN 4,5G (4G+500MG) PÓ LIOF. INJ. (UND)                                     "
95429530,TEBONIN 120MG (CPR)                                                             
95429549,TEBONIN 40MG (CPR)                                                              
94475016,TEBONIN 80MG (CPR)                                                              
90215370,TECNOMAX 10MG PO LIOF. INJ (UND)                                                
90215389,TECNOMAX 50MG PÓ LIÓF. INJ (UND)                                                
90215427,"TECNOPLATIN 50MG (0,5MG/ML) SOL. INJ. 100ML (UND)                               "
90215486,TECNOVORIN 15MG / (CP)                                                          
90172930,TEGRETOL 200 MG (CPR)                                                           
90172957,TEGRETOL 20MG/ML SUSP. ORAL FR. 100ML / (ML)                                    
90172965,TEGRETOL 400 MG (CPR)                                                           
90172973,TEGRETOL CR 200 MG (CPR)                                                        
90172990,TEGRETOL CR 400 MG (CPR)                                                        
90071255,TEICOPLANINA 200MG PÓ LIÓF. SOL. INJ.+DIL. 3ML (UND)                            
90071263,TEICOPLANINA 400MG PÓ LIÓF. SOL. INJ.+DIL. 3ML (UND)                            
90093577,TELEBRIX 30 MEGLUMINA SOL. INJ. (ML)                                            
90093658,TELEBRIX 35 SOL. INJ. CX. (ML)                                                  
90093739,TELEBRIX HYSTERO SOL. INJ 20ML (ML)                                             
90093712,TELEBRIX-CORONAR SOL. INJ. (ML)                                                 
90090136,TELZIR 700MG (CPR)                                                              
90201507,TEMODAL 100MG / (CAP)                                                           
90201515,TEMODAL 100MG PO LIOF. INJ. FA-40ML (UND)                                       
90201531,TEMODAL 20MG / (CAP)                                                            
90201540,TEMODAL 250MG / (CAP)                                                           
90201558,TEMODAL 5MG / (CAP)                                                             
90064690,"TENADREN 40MG+12,5MG (CPR)                                                      "
90064720,TENADREN 40MG+25MG (CPR)                                                        
90064739,"TENADREN 80MG+12,5MG (CPR)                                                      "
90059778,TENOXICAM 20MG / (CP)                                                           
90071271,TENOXICAM 20MG PÓ LIÓF. SOL. INJ.+DIL. 2ML (UND)                                
90071280,TENOXICAM 40MG PÓ LIÓF. SOL. INJ.+DIL. 2ML (UND)                                
90048270,TENSURIL 300MG (15MG/ML) SOL. INJ. 20ML (AMP)                                   
90001320,TEOLONG 100MG (CAP)                                                             
90001338,TEOLONG 200MG (CAP)                                                             
90001346,TEOLONG 300MG (CAP)                                                             
90133439,TERRA-CORTRIL 30MG/G+10MG/G POMADA 15G (GRA)                                    
90133447,TERRAMICINA 100MG SOL. INJ 2ML (AMP)                                            
90133463,TERRAMICINA 500MG (CAP)                                                         
90133480,TERRAMICINA C/ POLIMIXINA 30MG/G+10000UI/G POM. 15G (GRA)                       
90133471,"TERRAMICINA C/ POLIMIXINA 5MG/G+10000UI /G POM. OFT. 3,5G (GRA)                 "
94939187,TESTE DE ABSORCAO DE VITAMINAS B-12 COM COBALTO 57 (SCHILING) (UND)             
94939012,TESTE DE ESTIMULO DA TIREOIDE COM TSH RECOMBINANTE (1) (UND)                    
94939039,TESTE DE PERCLORATO (UND)                                                       
94939020,TESTE DE SUPRESSAO DA TIREOIDE COM T3 (UND)                                     
90217322,TETANOGAMMA 250UI/ML SOL. INJ. 1ML (UND)                                        
90016599,"TETMOSOL 0,25G/G SOL. TÓP. 100ML (ML)                                           "
90078357,TETRALYSAL 150MG (CAP)                                                          
95430466,TETREX 500MG / (CAP)                                                            
90203259,THEVAMETHO 5G (100MG/ML) SOL. INJ. 50ML (UND)                                   
90206290,THIABEN 500MG (CPR)                                                             
90206304,THIABEN 50MG/ML SUSP. ORAL 40ML (ML)                                            
94156220,THIOMUCASE (CPR)                                                                
94820015,THIOMUCASE CREME 45G (GRA)                                                      
90048288,"THIOPENTAX 0,5G PÓ SOL. INJ. (UND)                                              "
90048296,THIOPENTAX 1G PÓ SOL. INJ. (UND)                                                
90078551,THYMOGLOBULINA 25MG PÓ LIÓF. INJ.+DIL. 5ML (UND)                                
90078560,"THYROGEN 1,1 MG INJ.  (UND)                                                     "
90064780,TIABENDAZOL 2250MG (50MG/G) POM. 45G (GRA)                                      
90064771,TIABENDAZOL 500MG (CPR)                                                         
90197259,TICLID 250MG (CPR)                                                              
90163125,TIENAM IV 500MG+500MG PÓ SOL. INJ. 20ML (UND)                                   
90185196,TILATIL 20MG (CPR)                                                              
90090144,"TIMENTIN 3,1G (3G+0,1G) PÓ SOL. INJ. (UND)                                      "
90163184,"TIMOPTOL 0,25% SOL. OFT. 5ML (GTS)                                              "
90163206,"TIMOPTOL 0,5% SOL. OFT. 5ML (GTS)                                               "
90163214,"TIMOPTOL XE 0,5% SOL. OFT. 5ML (GTS)                                            "
90059859,TINIDAZOL 500 MG (CPR)                                                          
90156250,TINIDAZOL+NIT. MICONAZOL 30MG/G+20MG/G CREME VAG. 40G (UND)                     
90059883,TIOCONAZOL 1% 300MG (10MG/G) CREME 30G (GRA)                                    
90059875,TIOCONAZOL 300MG (10MG/G) PÓ DERM. 30G (GRA)                                    
90032365,"TIOCONAZOL 65 MG/G POMADA VAG. + 1 APLICADOR X 4,62 G                           "
90156285,TIOCONAZOL+TINIDAZOL 20MG/G+30MG/G CREME VAG. 35G (UND)                         
90123646,TIORFAN 100MG (CAP)                                                             
95431160,TIRATOSSE XPE PEDIÁTRICO 120ML (ML)                                             
90020804,TISSUCOL 1ML KIT 3FA+2DIL. 1ML+APLIC. (UND)                                     
90020812,TISSUCOL 2ML KIT 3FA+2DIL 2ML+APLIC. (UND)                                      
90020820,TISSUCOL 5ML KIT 3FA+2FA 5ML+APLIC. (UND)                                       
90006070,"TOBRADEX 3MG/G+1MG/G POMADA OFT. 3,5G (GRA)                                     "
90006089,TOBRADEX 3MG/ML+1MG/ML SUSP. OFT. 5ML (GTS)                                     
90006100,"TOBRAMICINA 0,3% (3MG/ML) SOL. OFT. 5ML (GTS)                                   "
90006097,"TOBRAMICINA+DEXAMETASONA 0,3%+0,1% SUSP. OFT. 5ML (GTS)                         "
90008782,"TOBRAMINA 75MG (50MG/ML) SOL. INJ. 1,5ML (AMP)                                  "
90210140,"TOBRANOM 10,5MG (3MG/G) POM. OFT. 3,5G (GRA)                                    "
90006119,"TOBREX 10,5MG (3MG/G) POM. OFT. 3,5G (GRA)                                      "
90006127,TOBREX 3MG/ML SOL. OFT. 5ML (GTS)                                               
90173015,TOFRANIL 10MG (DRG)                                                             
90173023,TOFRANIL 25MG (DRG)                                                             
90173040,TOFRANIL PAMOATO 150MG / (CAP)                                                  
90173066,TOFRANIL PAMOATO 75MG / (CAP)                                                   
90128192,TOLREST 100MG (CPR)                                                             
90128206,TOLREST 25MG (CPR)                                                              
90128249,TOLREST 50MG (CPR)                                                              
90128273,TOLREST 75MG (CPR)                                                              
90201299,TOLVON 30MG (CPR)                                                               
90016610,TOMUDEX 2MG PÓ LIÓF. INJ. (UND)                                                 
95431560,TOPAMAX 100MG (CPR)                                                             
90268792,TOPAMAX 50MG (CPR)                                                              
90107136,TOPAMAX SPRINKLE 15MG (CAP)                                                     
90107144,TOPAMAX SPRINKLE 25MG (CAP)                                                     
94245274,TOPIRAMATO 100MG (CPR)                                                          
94245266,TOPIRAMATO 25MG (CPR)                                                           
94245258,TOPIRAMATO 50MG (CPR)                                                           
90269420,TOPLEXIL XPE ADULTO 100ML (ML)                                                  
90269411,TOPLEXIL XPE PEDIÁTRICO 100ML (ML)                                              
90064860,TORAGESIC 20MG/ML SOL. ORAL 10ML (GTS)                                          
90239687,TORAGESIC 30MG/ML SOL. INJ. 1ML (AMP)                                           
90239695,TORAGESIC 60MG (30MG/ML) SOL. INJ. 2ML (AMP)                                    
90239679,TORAGESIC SL 10MG SUBLINGUAL (CPR)                                              
90005724,TRACLEER 125MG (CPR)                                                            
90005732,"TRACLEER 62,5MG (CPR)                                                           "
90090152,"TRACRIUM 25MG (10MG/ML) SOL. INJ. 2,5ML (AMP)                                   "
90090160,TRACRIUM 50MG (10MG/ML) SOL. INJ. 5ML (AMP)                                     
90128788,"TRACTOCILE 7,5MG/ML SOL. INJ. 0,9ML (AMP)                                       "
90128770,"TRACTOCILE 7,5MG/ML SOL. INJ. 5ML (AMP)                                         "
90048334,"TRACUR 25MG (10MG/ML) SOL. INJ. 2,5ML (AMP)                                     "
90048342,TRACUR 50MG (10MG/ML) SOL. INJ. 5ML (AMP)                                       
90133501,TRALEN 1% CREME 30G (GRA)                                                       
90133528,TRALEN 1% PÓ DERM. 30G (GRA)                                                    
90133536,TRALEN 28% SOL. TÓP. 12ML (ML)                                                  
90133544,TRAMAL 100MG/ML SOL. ORAL 10ML / (GTS)                                          
90133595,TRAMAL 50MG (CAP)                                                               
90133552,TRAMAL RETARD 100MG (CPR)                                                       
90028791,TRANDOR 200MG (CAP)                                                             
90185617,TRANSAMIN 250MG (CPR)                                                           
90185625,TRANSAMIN 5% SOL. INJ 5ML (AMP)                                                 
94939454,TRATAMENTO COM MIBG (UND)                                                       
94939462,TRATAMENTO DA POLICEMIA VERA (UND)                                              
94939489,TRATAMENTO DE CANCER DA TIREOIDE (200 MCI) (UND)                                
94939497,TRATAMENTO DE CANCER DA TIREOIDE (250 MCI) (UND)                                
94939500,TRATAMENTO DE CANCER DA TIREOIDE (300 MCI) (UND)                                
94939519,TRATAMENTO DE CANCER DA TIREOIDE (350 MCI) (UND)                                
94939527,TRATAMENTO DE CANCER DA TIREOIDE (400 MCI) (UND)                                
94939470,TRATAMENTO DE CANCER DA TIREOIDE (ATE 150 MCI) (UND)                            
94939535,TRATAMENTO DE HIPERTIREOIDISMO-BOCIO NODULAR TOXICO - GRAVES (UND)              
94939543,TRATAMENTO DE HIPERTIREOIDISMO-BOCIO NODULAR TOXICO - PLUMMER (UND)             
94939551,TRATAMENTO DE METASTASES OSSEAS - ESTRONCIO 90 (UND)                            
94939560,TRATAMENTO DE METASTASES OSSEAS - SAMARIO 153 (UND)                             
90006135,"TRAVATAN 0,004% SOL. OFT. 2,5ML (GTS)                                           "
94400717,TRAVISCO 200MG (CPR)                                                            
90064895,TRENTAFILINA 600MG / (CP)                                                       
90197275,TRENTAL 400 MG (CPR)                                                            
90156315,TRIANC. ACETONIDA+NEOM.+GRAMICIDINA+NIST. CREME 30G (GRA)                       
90156323,TRIANC. ACETONIDA+NEOM.+GRAMICIDINA+NIST. POM. 30G (GRA)                        
90010060,TRIANCIL 20MG/ML SUSP. INJ. 5ML (UND)                                           
90197313,TRIATEC 5MG (CPR)                                                               
90197348,TRIATEC D 5MG+25MG (CPR)                                                        
90197364,TRIATEC PREVENT 10MG (CAP)                                                      
95432132,TRIATIV 300 MG (CPR)                                                            
90028813,TRIAZOL 100MG (CAP)                                                             
90005660,TRICANGINE A 5000UI/G+20MG/G CREME VAG. 85G (UND)                               
90048490,TRIDIL 25MG (5MG/ML) SOL. INJ. 5ML (AMP)                                        
90048482,TRIDIL 50MG (5MG/ML) SOL. INJ. 10ML (AMP)                                       
90173090,TRILEPTAL 300MG (CPR)                                                           
90173147,TRILEPTAL 6% SOL. ORAL 100ML (ML)                                               
90173112,TRILEPTAL 600MG (CPR)                                                           
90156340,TRISEQUENS (CPR)                                                                
90006143,TRISORB SOL. OFT. 15ML (GTS)                                                    
90134311,TRIVASTAL RETARD (DRG)                                                          
90133617,TROFODERMIN 5MG/G+5MG/G CREME DERM. 30G (GRA)                                   
90133625,TROFODERMIN 5MG/G+5MG/G CREME VAG. 45G (UND)                                    
90001354,"TROMBOFOB 50UI/G+2,064MG/G POMADA 40G (GRA)                                     "
90082443,TROMETAMINA CETOROLACO 30MG/ML SOL. INJ. 1ML (AMP)                              
90082451,TROMETAMINA CETOROLACO 60MG (30MG/ML) SOL. INJ. 2ML (AMP)                       
90087410,TROMETAMOL CETOROLACO SL 10MG SUBLINGUAL (CPR)                                  
90240057,TROPINAL (CPR)                                                                  
90240049,TROPINAL SOL ORAL 15ML (GTS)                                                    
90163222,TRUSOPT 2% SOL. OFT. 5ML (GTS)                                                  
90163230,TRYPTANOL 25 MG (CPR)                                                           
90163249,TRYPTANOL 75 MG (CPR)                                                           
90214331,TYGACIL 50MG PÓ LIOF. (UND)                                                     
90090209,TYKERB  250MG / (CP)                                                            
90268741,TYLENOL 200MG/ML SOL. ORAL 15ML (GTS)                                           
90268776,TYLENOL 32MG/ML SUSP. ORAL 60ML (ML)                                            
90268750,TYLENOL 500MG (CPR)                                                             
90268717,TYLENOL 750MG (CPR)                                                             
90268784,TYLENOL AP 650MG (CPR)                                                          
90268768,TYLENOL BEBE 100MG/ML SUSP. ORAL 15ML (ML)                                      
90107888,TYLENOL DC 500MG+65MG (CPR)                                                     
90107187,TYLEX 30MG+500MG (CPR)                                                          
90107209,"TYLEX 7,5MG+500MG (CPR)                                                         "
90090217,ULTIVA 1MG PÓ LIÓF. INJ. (UND)                                                  
90090225,ULTIVA 2MG PÓ LIÓF. INJ. (UND)                                                  
90090233,ULTIVA 5MG PÓ LIÓF. INJ. (UND)                                                  
90107217,"ULTRACET 325MG+37,5MG (CPR)                                                     "
94500010,ULTRAPROCT POMADA 10G+APLICADOR (UND)                                           
90133650,UNASYN 1000MG+500MG PÓ INJ. (UND)                                               
90133633,UNASYN 2000MG+1000MG PÓ INJ. (UND)                                              
90133668,UNASYN 250MG/5ML PÓ SUSP. ORAL 60ML (UND)                                       
90133641,UNASYN 375 MG (CPR)                                                             
90210816,UNI IMIPRAX 10MG (CPR)                                                          
90210611,UNIFENOBARB 200MG SOL. INJ. 1ML (AMP)                                           
90210840,UNIMEDROL 125MG PÓ SOL. INJ.+DIL. 2ML (UND)                                     
90210859,UNIMEDROL 500MG PÓ SOL. INJ.+DIL. 8ML (UND)                                     
94246785,UNO CICLO 150MG/ML+10MG/ML SOL. INJ. 1ML (AMP)                                  
90010078,UNOPROST 1 MG (CPR)                                                             
90010086,UNOPROST 2 MG (CPR)                                                             
90010094,UNOPROST 4 MG (CPR)                                                             
90197380,URBANIL 10MG (CPR)                                                              
90197399,URBANIL 20MG (CPR)                                                              
95025014,URSACOL 150MG (CPR)                                                             
95456562,URSACOL 300MG (CPR)                                                             
95434100,URSACOL 50MG (CPR)                                                              
90156404,VAL. BETAMETASONA+GENT.+TOLNAFT.+CLIOQUINOL CREME 20G (GRA)                     
90156390,VAL. BETAMETASONA+GENT.+TOLNAFT.+CLIOQUINOL POM. 20G (GRA)                      
90087496,VAL. BETAMETASONA+NEOMICINA 1MG/G+5MG/G CREME 30G (GRA)                         
90087500,VAL. BETAMETASONA+NEOMICINA 1MG/G+5MG/G POM. 30G (GRA)                          
90185218,VALCYTE 450MG (CPR)                                                             
90060059,VALERATO DE BETAMETASONA 30MG (1MG/G) CREME 30G (GRA)                           
90060067,VALERATO DE BETAMETASONA 30MG (1MG/G) POM 30G (GRA)                             
90060040,VALERATO DE BETAMETASONA 50MG (1MG/G) SOL. CAPILAR 50G (GRA)                    
95434267,VALERIANE 50MG (DRG)                                                            
95434283,VALERIX 50MG (CPR)                                                              
90185226,VALIUM 10MG (CPR)                                                               
90185242,VALIUM 5MG (CPR)                                                                
90197526,VALPAKINE 200MG (CPR)                                                           
90197518,VALPAKINE 200MG/ML SOL. ORAL 40ML (ML)                                          
90197534,VALPAKINE 500MG (CPR)                                                           
90028880,VALPROATO DE SÓDIO 50MG/ML XPE 100ML (ML)                                       
90090470,VALTREX 500MG (CPR)                                                             
90008804,VANCOCINA CP 500 MG PO LIOF. INJ./ ANTIBIOTICOS DO BRASIL (UND)                 
90211111,VARFARINA SÓDICA 5MG (CPR)                                                      
90185269,VASCASE 1MG (CPR)                                                               
90185285,"VASCASE 2,5MG (CPR)                                                             "
90185293,VASCASE 5MG (CPR)                                                               
90185315,"VASCASE PLUS 5MG+12,5MG (CPR)                                                   "
90145640,VASCLIN 40MG+100MG (CAP)                                                        
90145658,VASCLIN 60MG+100MG (CAP)                                                        
94089639,VASELINA LIQUIDA (ML)                                                           
94090483,VASELINA SOLIDA POMADA DERM. (GRA)                                              
90128346,VASOGARD 100 MG (CPR)                                                           
90128370,VASOGARD 50 MG (CPR)                                                            
90134362,VASTAREL (CPR)                                                                  
90134397,VECTARION 50MG (CPR)                                                            
90048555,VECURON 10MG PÓ LIOF. (UND)                                                     
90048563,VECURON 4MG/ML PO LIOF. INJ.+DIL. 1ML (UND)                                     
90239490,VELAMOX BD 1G (CPR)                                                             
90008839,VELBAN 10MG PO LIOF. INJ (UND)                                                  
90107241,VELCADE 1MG PO LIOF INJ. (UND)                                                  
90107250,"VELCADE 3,5MG PO LIOF. INJ. (UND)                                               "
90174860,VENALOT 15MG+90MG (DRG)                                                         
90174879,VENALOT H 5MG/ML+50UI/ML CREME 120ML (ML)                                       
90204859,VENLIFT OD 150MG (CAP)                                                          
90204883,VENLIFT OD 75MG (CAP)                                                           
90109040,VENOCUR TRIPLEX (DRG)                                                           
90123271,VENOFUNDIN 6% ECOFLAX PLUS 500ML (UND)                                          
94938792,VENOGRAFIA RADIOISOTOPICA (UND)                                                 
90173236,VENORUTON 300MG (CAP)                                                           
90173228,VENORUTON 400MG (20MG/G) GEL 20G (GRA)                                          
90173244,VENORUTON 500MG (CPR)                                                           
94939306,VENTRICULOCINTILOGRAFIA (UND)                                                   
95434860,VEPESID 100MG (20 MG/ML) SOL. INJ. 5ML / (UND)                                  
90035828,VEPESID 100MG / (CAP)                                                           
